,title,price_VND,location,area_m2,number_of_bedrooms
1590,Về quê định cư bán gấp Bán căn hộ CC The Estella,7300000000,2,124.0,3
1591,THANH LÝ CH AKARI CITY 56m2 2.1 TỶ - 75m2 2.59 TỶ,2100000000,Bình Tân,56.0,2
1592,Chung Cư An Gia West Gate 85m² 3PN Tặng  Nội Thất,950000000,Bình Chánh,85.0,3
1593,"CĂN GÓC GREEN FIELD,3PN,2WC,2 BAN CÔNG,ĐỦ TIỆN ÍCH",3700000000,Bình Thạnh,90.0,3
1594,Q7 Saigon View Sông 2ty3 66m2 Bao Phí,2300000000,7,66.66,2
1595,"CĂN HỘ 2+1 ""GIA ĐÌNH ƯU TÚ""  - 90% CĂN GÓC (MỚI)",2728000000,12,82.0,3
1596,Chung cư Vinhomes Central Park 154m² 4PN,1589000000,Bình Thạnh,154.0,4
1597,Bán gấp căn góc Mizuki Park 65m2 2PN 2WC,2440000000,Bình Chánh,65.0,2
1598,Chung cưCitylandPark  76m² 3ty65 2pn2wc nt cơ bản,3650000000,Gò Vấp,76.0,2
1599,BÁN CH SAIGON GATEWAY GIÁ RẺ LẮM Ạ LH EM NHÉ,1650000000,9,75.0,2
1600,"Alnata 3PN 117m2 view đại lộ, chiết khấu 8%",5620000000,Tân Phú,117.3,3
1601,"Nhà mới,đẹp,tặng nội thất",2000000000,11,51.0,2
1602,SANG GẤP CĂN HỘ SKY VILLA DIAMOND CELADON CITY,1080000000,Tân Phú,198.0,3
1603,RICHMOND CĂN 3PN 2WC GIÁ 4.05TỈ HƯỚNG ĐÔNG NAM,4050000000,Bình Thạnh,89.0,3
1604,"Chung cư Lavida Plus 75m² 2PN, mới bàn giao",2800000000,7,75.0,2
1605,Bán gấp 2PN Topaz Elite view hồ bơi 2.696 tỷ TL,2696000000,8,79.0,2
1606,"Giỏ hàng MP6-7-8 chênh thấp nhất, TT 50% 2 năm",2900000000,Bình Chánh,78.0,2
1607,"Alnata 3PN 119m2, view đại lộ, chiết khấu 10%",5600000000,Tân Phú,119.6,3
1608,"Bán gấp căn hộ Sky Center DT 36m2, Full nội thất",1950000000,Tân Bình,36.0,1
1609,"Bán Căn Hộ 3 Phòng Ngủ  Chung Cư Mỹ Phước, PMH",3900000000,7,114.0,3
1610,CH Duplex Celadon City 112m² 3PN 3WC Full NT,4250000000,Tân Phú,112.0,3
1611,Chung cu C6 can ban,1600000000,9,58.0,1
1612,"căn hộ mặt tiền Huỳnh tấn Phát Q.7 85m² giá 2,9 tỉ",2900000000,7,85.0,3
1613,Bán căn 96m2 Brilliant view hồ sinh thái cực đẹp,4950000000,Tân Phú,96.0,2
1614,Chính chủ cần bán căn hộ Z751 72m2,2950000000,Gò Vấp,72.0,2
1615,Căn 35m2 Quận 2 giá rẻ bán nhanh mùa dịch,1540000000,2,35.0,1
1616,"BÁN CĂN HỘ CHUNG CƯ MỸ THUẬN P16 ,QUẬN 8",2000000000,8,93.0,3
1617,Căn hộ Central Premium 1-2-3PN Mua bán và cho thuê,1600000000,8,32.0,1
1618,"Brilliant, 3PN 131m2, hướng Nam công viên nội khu",6750000000,Tân Phú,131.0,3
1619,"Chính chủ bán CH KINGDOM101 72m2, view đẹp giá đẹp",5750000000,10,72.0,2
1620,"Jamona Heights, rổ hàng giá tốt 1PN 2PN 3PN",2150000000,7,50.0,1
1621,Bán nhanh căn 72m2 Mizuki tầng đẹp có nội thất,2750000000,Bình Chánh,72.0,2
1622,Chung cư Sài Gòn Metro Park 51m² 2PN-1WC Tầng 9,1850000000,Thủ Đức,51.0,2
1623,Cần bán gấp Căn hộ Sky89 89m2 2PN (Chính chủ),3800000000,7,89.0,2
1624,"Căn Hộ Chung Cư Đông Hải 53,7m² 2PN-2WC Đ. Có Sổ",1350000000,12,53.0,2
1625,104M2 View Đại lộ Diamond Alnata - 5ty1,5100000000,Tân Phú,104.0,3
1626,Bán nhanh căn 56m2 Mizuki giá 2.250 hỗ trợ vay 70%,2250000000,Bình Chánh,56.0,2
1627,Bán gấp căn hộ Sài Gòn Mia 2 Phòng Ngủ giá 2Tỷ850,2850000000,Bình Chánh,56.0,2
1628,"Penthouse Sunrise cao cấp,view đẹp,có sổ,giá tốt!",2112000000,7,700.0,5
1629,Bán Hà Đô 2PN giá rẻ - view thoáng - tầng đẹp,5900000000,10,86.0,2
1630,Chung cư Golden Mansion 69m² 2 PN Căn hiếm HĐMB,4080000000,Phú Nhuận,69.0,2
1631,ORCHARD PARK VIEW 3PN GIÁ TỐT ĐẦU TƯ CHỈ 4.9 TỶ TL,4900000000,Phú Nhuận,83.0,3
1632,"Penthouse Everrich 1 Q11, 12,5 tỷ/275m2, Full NT!!",1250000000,11,275.0,4
1633,Bán căn hộ Vinhomes Tân Cảng - Central1- 153m² 4PN,1580000000,Bình Thạnh,153.0,4
1634,"CĂN HỘ 41BIS,ĐỦ NỘI THẤT,SỔ HỒNG,GẦN LANDMARK 81",2500000000,Bình Thạnh,65.0,2
1635,BOTANICA PREMIER 2PN CĂN GÓC ĐỦ NỘI THẤT CHỈ 3.75T,3750000000,Tân Bình,70.0,2
1636,"Penthouse Everrich 1 Q11, Full NT, sân vườn,hồ bơi",26000000000,11,510.0,4
1637,"Chính Chủ Bán CH Topaz, Dragon, 2-3pn, Chênh Thấp",2248000000,8,85.62,3
1638,Cần bán gấp chung cư Him Lam 6A,1900000000,Bình Chánh,60.0,2
1639,Cần bán gấp căn 3pn Richmond,4990000000,Bình Thạnh,86.0,3
1640,"Căn hộ chung cư Tân Mỹ Q7 1,5 tỷ",1500000000,7,38.0,1
1641,"Cần bán Căn hộ Office-tel cao cấp, giá rẻ Quận 4",3200000000,4,40.3,1
1642,Siêu phẩm 1PN tại botanica premier giá rẻ,3200000000,Tân Bình,56.0,1
1643,CHUNG CƯ DT 35M2 CUỐI ĐƯỜNG NGUYỄN VĂN BỨA,340000000,Hóc Môn,35.0,1
1644,"CH pham viet chanh 2 pn 2,6tỷ  68m",2600000000,Bình Thạnh,68.0,2
1645,GOLDEN MANSION 70M2 NỘI THẤT CỰC ĐẸP CHỈ 3.8 TỶ,3800000000,Phú Nhuận,70.0,2
1646,"Penthouse Millennium quận 4,,view triệu đô",2150000000,4,233.0,5
1647,Cần bán nhanh căn 2 phòng ngủ nhìn về Landmark 81,3800000000,Bình Thạnh,66.0,2
1648,Dockland Nguyễn Thị Thập giá ưu đãi mùa dịch,3800000000,7,122.8,3
1649,Chung cư Quận 9 76m2 2PN view quận 1,2900000000,9,76.0,2
1650,"Officetel Everrich Q5, chỉ 3,3 tỷ, 55m2, full NT",3300000000,5,55.0,1
1651,"Cần bán căn 2PN view sông, mặt tiền Nguyễn Xí",3600000000,Bình Thạnh,66.0,2
1652,Căn thô Orchard ParkView 52m2 Phú Nhuận Cực Hiếm,2850000000,Phú Nhuận,52.0,1
1653,Chung cư Quận Tân Phú 69m² 2 PN. Ko tiếp môi giới.,2000000000,Tân Phú,69.0,2
1654,Chung Cư Tecco Town. Bình Tân. Căn góc. 67m2. 2 PN,1680000000,Bình Tân,67.0,2
1655,Bán căn 3 PN thương mại  Imperial Place,3100000000,Bình Tân,75.0,3
1656,Duplex Căn hộ Emearld 127m² 3PN nhà mới 💰4.460tỷ,4460000000,Tân Phú,127.0,3
1657,Chung cư DreamHome Palace 80.43m2 3PN giá tốt.,2090000000,8,80.43,3
1658,Chính chủ bán căn hộ Saigon Royal Quận 4 View Sông,2800000000,4,30.0,1
1659,"Bán Gấp Căn Hộ 67m2 2PN , Giá Cực Tốt",330000000,Thủ Đức,67.0,2
1660,Căn hộ 2PN 59m2 CC Gò Dầu 2 ngay MT 26 Tân Sơn Nhì,1800000000,Tân Phú,59.0,2
1661,TỔNG HỢP CÁC CĂN 3PN DT LỚN 98-101-111M2 OPAL BOUL,3600000000,Thủ Đức,101.0,3
1662,"D'Lusso Mua căn hộ TT Q2.Giá tốt, chỉ từ 2.7 tỷ",2700000000,2,48.7,1
1663,Chung cư Quận Bình Tân 64m² 2PN tầng 6 hướng Đông,1850000000,Bình Tân,64.0,2
1664,Officetel Quận 7 39m² 1PN,1150000000,7,39.0,1
1665,The Everrich Infinity 87m2 2PN 2WC Full nội thất,6350000000,5,87.0,2
1666,Bán Gấp căn hộ Melody Residences 69m² 2PN,2730000000,Tân Phú,69.0,2
1667,Chung cư Moonlight Residences 68m² 2 PN,32000000,Thủ Đức,68.0,2
1668,TẠI BÌNH CHÁNH CĂN HỘ 2PN 2WC 59M2 CHỈ TỪ 660TR,2000000000,Bình Chánh,59.0,2
1669,CHỈ 700TR THANH TOÁN ANH/CHỊ ĐÃ SỞ HỮU TỔ ẤM TP,700000000,Hóc Môn,50.0,2
1670,Cần bán Căn Hộ Cao Cấp  The Mano Sài Gòn,4500000000,Bình Thạnh,78.0,2
1671,Căn hộ đã bàn giao sổ hồng,2500000000,7,68.0,2
1672,bán căn 1pn block C chung cư lotus  37m² 1PN,1200000000,Thủ Đức,37.0,1
1673,"Căn hộ Prosper Phố Đông 52m2, 2PN, MT Tô Ngọc Vân",2399000000,Thủ Đức,52.5,2
1674,Giảm mạnh căn hộ B1  Topaz quận 12 trong tuần,1700000000,12,60.09,2
1675,CĂN 2PN CAO CẤP DỰ ÁN PICITY QUẬN 12  VIEW THOÁNG,2250000000,12,57.0,2
1676,Căn hộ Central Premium 97m²3PN căn góc view hồ bơi,4428000000,8,97.0,3
1677,Chính chủ Chung cư Akari City 75m² 2PN,2500000000,Bình Tân,75.0,2
1678,Căn hộ The Everich Infinity Q5 87m2 2pn 2wc Lầu 12,6350000000,5,87.0,2
1679,"Chung cư lầu 3 SHR mặt tiền Phùng Hưng, P13, Q5",1850000000,5,50.0,1
1680,"Bán căn hộ Ehome 3 căn góc 2PN, giá chỉ 1.85 tỷ",1850000000,Bình Tân,64.0,2
1681,"Căn hộ trả trước 690tr, 57m2 2PN",2356000000,12,57.0,2
1682,RỔ HÀNG CÁC CĂN LAVITA CHARM CẦN BÁN 2.650TỈ,2650000000,Thủ Đức,68.0,2
1683,Cần Chuyển nhượng gấp căn hộ (Vincity Quận 9) 59m²,2000000000,9,59.0,2
1684,Chuyển địa điểm công tác nên cần bán lại căn 68m2,2730000000,9,68.0,2
1685,"Căn hộ 54m mặt tiền Nguyễn Văn Linh 1ty60 2PN, 2WC",1060000000,Bình Chánh,54.0,2
1686,"CC tecco đã có sổ hồng, 58-65m2, 1.5 Tỷ vay đc 70%",1500000000,12,58.0,2
1687,Rổ Hàng Căn hộ Đẳng Cấp 4* Mặt Tiền Phạm Văn Đồng,32000000,Thủ Đức,1.0,2
1688,THANH TOÁN 600TR NHẬN NGAY CĂN HỘ 9VIEW LS HẤP DÂN,1950000000,9,58.0,2
1689,Tecco Green Nest DT58m2 ~ 65m2 giá chỉ từ 1.55 tỷ,1550000000,12,58.0,2
1690,Căn hộHoàng Anh Thanh Bình 113m² 3PN giá 3.250 tỷ,3250000000,7,113.0,3
1691,Chung cư Central Premium 73m² 2PN view hồ bơi,3250000000,8,73.0,2
1692,Bán gấp căn hộ homyland 3 full nội thất cao cấp,3150000000,2,81.0,2
1693,BÁN CĂN HỘ 3PN GIÁ TỐT THỊ TRƯỜNG THE SUN AVENUE,5150000000,2,96.0,3
1694,Thanh toán 30% 600 triệu mua ngay  căn hộ 1PN+1,1919000000,12,49.0,1
1695,"Bán căn chung cư C5 Man Thiện, Nhà đầy đủ nội thất",2000000000,9,73.0,2
1696,Carillon 7 66m² 2PN-1wc số 12-b5a H.bắc mặt tiền,2650000000,Tân Phú,66.0,2
1697,"Chỉ 660TR Sở Hữu Căn 2PN Full Nội Thất, Liền Kề Q8",660000000,Bình Chánh,59.0,2
1698,4 SUẤT CHIẾT KHẤU 9% - CĂN HỘ MASTERI CENTRE POINT,4290000000,9,73.0,1
1699,"Căn mới 60m2 2PN 1,85 tỷ, 70m2 3PN Full NT 2,08 tỷ",1850000000,12,70.0,3
1700,DT 75M2 -2PN-2WC TẠI FLORA NOVIA PVĐ CHỈ 2.7TỈ,2700000000,Thủ Đức,75.0,2
1701,"Căn hộ TDH Trường Thọ, 2PN, 2WC, view Tây Nam",2900000000,Thủ Đức,94.7,2
1702,Chủ nhà ngộp cần bán toky tower 2pn giá tốt,1870000000,12,61.0,2
1703,Bán căn hộ Hoàng Anh Thanh Bình 150m² 3PN 4.050 tỷ,4050000000,7,150.0,3
1704,"Bán căn hộ tấng 3 Mai Thị Lựu, Q.1 - 120m2 3,9 tỷ",3900000000,1,120.0,2
1705,Green Field 65m² 2PN 2WC gồm 5% + 2% PBT chỉ 3tỉ,3000000000,Bình Thạnh,68.0,2
1706,Căn Hộ Saigon Intela 3PN,2250000000,Bình Chánh,78.0,3
1707,Bán căn gốc Thủ Thiêm Star,2600000000,2,83.0,2
1708,Căn hộ Chung cư Quận 9 Thành phố Thủ Đức 69m² 2 PN,2500000000,9,69.0,2
1709,Sở Hữu CH 3PN FULL nội thất cao cấp cạnh AEON LS0%,945000000,Bình Chánh,85.0,3
1710,Bán căn hộ Lavida Plus Quận 7 gía rẻ bao gồm 5%,2850000000,7,75.0,2
1711,HÃY LÀ CƯ DÂN AN GIA ĐỂ SỞ HỮU TIỆN ÍCH VƯỢT TRỘI,2100005000000000,Bình Chánh,59.0,2
1712,Chung cư Ngọc Lan Apartment 53m² 1PN,1720000000,7,53.0,1
1713,Carillon 7 71m² 2PN - căn 18 chính chủ- H.đông,2800000000,Tân Phú,71.0,2
1714,Nhận nhà liền tay ngày tháng 7 chỉ với 886tr.,2900000000,6,60.0,2
1715,"bán cc Citisoho 2pn, 1wc, NT cơ bản giá 1,620 tỷ",1620000000,2,56.0,2
1716,"Giá tốt:65m2 có sổ view hồ sinh thái giá 2,15 tỷ,",2200000000,12,65.0,2
1717,Saigon Avenue 62m2 tầng 16 Sân Vườn Full nội thất,2390000000,Thủ Đức,62.0,2
1718,Cần tiền bán gấp CC Quận 8 2PN 2WC,2050000000,8,72.0,2
1719,Bán căn hộ Hoàng Anh Thanh Bình 82m² 2PN giá 2.9tỷ,2850000000,7,82.0,2
1720,BÁN CĂN HỘ VICTORIA VILLAGE 2PN - HƯỚNG ĐÔNG NAM,3850000000,2,73.0,2
1721,Bán chung cư An Phú  dt 73m 3 pn chỉ 2ty200,2100000000,2,73.0,3
1722,Chỉ còn duy nhất 1 căn CTL DT70m2 2PN  giá 2.05 tỷ,2050000000,12,70.0,2
1723,BánCăn hộ tầng trệt view Biển nước mặn tại Sài Gòn,71000000,Tân Phú,100.0,2
1724,"Bán Căn 3PN 2WC, 2.55 tỷ, Có Sổ. CHCC Quang Thái",2550000000,Tân Phú,90.0,3
1725,Officetel Charmington 31m² full nôi thất 1ty400,1400000000,10,31.0,1
1726,"Bán căn hộ Kim Tâm Hải 70m², 2PN nhà trống",1500000000,12,70.0,2
1727,"Cần bán căn hộ lầu 10, căn góc view 2 mặt.",1950000000,12,62.0,2
1728,"2 căn Citrine (1PN=65m2 =1.7tỷ) (2PN=73m2 =1,9 tỷ)",2000000000,9,68.0,2
1729,Chung cư Grand Park 60m² Full Nội Thất (Bán Lỗ),2160000000,9,60.0,2
1730,Căn hộ MT Nguyễn Duy Trinh DT 153m2 giá 3.75 tỷ,3750000000,2,153.0,4
1731,TRẢI NGHIỆM THƯỢNG LƯU TẠI DIAMOND ISLAND CHỈ 3 tỷ,3000000000,2,47.0,1
1732,Căn hộ Quận Nhứt,3800000000,1,60.0,2
1733,BÁN RẺ HƠN GIÁ THỊ TRƯỜNG CĂN 96M2 THE SUN AVENUE,5200000000,2,96.0,3
1734,ShopTM giá từ CĐT với ck 10% + gói nội thất 700tr,2000000000,7,50.0,1
1735,2.6 tỷ Căn hộ Hoa Sen - Lotus Apartment 64m² 2PN,2600000000,11,64.0,2
1736,Căn Hộ Giá Rẻ Quận 12 Chỉ Từ 899 Triệu Nhận Nhà,2600000000,12,78.0,2
1737,Chung cư Saigon Homes Bình Tân 70m² 2PN,2080000000,Bình Tân,70.0,2
1738,Carillon 7 - Ngay đầm sen .Q.Tân phú-48m2-115m2,2200000000,Tân Phú,50.0,1
1739,"CĂN ( 2PN+2WC) 69M2 GIÁ 2,45 TỶ TTOÁN 30% NHẬN NHÀ",2450000000,9,69.0,2
1740,Bán căn 4pn - Full nội thất - VinHome Bình Thạnh,1589000000,Bình Thạnh,167.0,4
1741,Căn GÓC 3PN Lầu Cao Full NT An Gia Tân Phú,3200000000,Tân Phú,83.0,3
1742,Officetel Quận Bình Tân 46m² 1PN,1950000000,Bình Tân,46.0,1
1743,"Cần bán!!! Căn góc chung cư An Sương 74m² 2PN, 2WC",1700000000,12,74.0,2
1744,"Cần bán hộ Akari City 56m² 2PN giá 2,2 tỷ",2200000000,Bình Tân,56.0,2
1745,Bán căn góc 60m2 Block A chung cư Flora Novia TĐ,2699000000,Thủ Đức,60.0,2
1746,"Căn hộ quận 12 ""Tầm nhìn triệu đô"". Duy nhất 5 căn",2602000000,12,78.0,2
1747,Officetel Richmond city 38m² 1PN view hồ bơi 1.8tỉ,1950000000,Bình Thạnh,38.0,1
1748,Chung cư Green Field 68m² 2PN full nt chỉ 2.9tỉ,2900000000,Bình Thạnh,68.0,2
1749,Chung cư HQC Hóc Môn 78m² 3PN 1.63T,1630000000,Hóc Môn,78.0,3
1750,Chung cư Orchard Garden 100m² 3PN,7300000000,Phú Nhuận,90.0,3
1751,Bán Căn Hộ Lock Diamond MT - NVL  Q8 Chỉ 300 triệu,1500000000,8,65.0,2
1752,Căn hộ 1PN49m2 PICITY HIGH PARK quận 12,1800000000,12,49.0,1
1753,✅[NEW 100%] DANH SÁCH 30 CĂN HỘ Q.TÂN PHÚ GIÁ TỐT✅,1380000000,Tân Phú,70.0,2
1754,117m2 Diamond Alnata view đông nam thoáng mát,5980000000,Tân Phú,117.0,3
1755,Central Premium 88m² 3PN Tầng 25 View ĐN căn gốc ở,4300000000,8,88.0,3
1756,"Bán căn hộ sắp bàn giao quận 12, giá chênh thấp",2200000000,12,57.4,2
1757,Căn góc 75m2. Lầu 17. Đầy đủ NT. Bán 2ty42,242000000,Nhà Bè,75.0,2
1758,MUA NGAY CH KV 9 VIEW QUẬN 9 CÓ NT ĐĂNG GIÁ THẬT.,2400000000,9,65.0,2
1759,"CH 9VIEW 58M2 2PN FULL NT CHỈ TỪ 1.4 TỶ, VIEW TP.",1400000000,9,58.0,2
1760,bán gấp căn hộ hưng ngân- 2pn-2wc-64 mét,1550000000,12,64.0,2
1761,Chung cư Diamond Lotus Riverside 79m² 2PN Nhà mới,3550000000,8,79.0,2
1762,MỚI! MỞ BÁN VINHOMES Q9 THE BEVERLY VIEW ĐẸP.,50000000,9,80.0,2
1763,"Lavida Plus 75m² 2PN 2,85 tỷ view Hồ bơi thoáng",2850000000,7,75.0,2
1764,Chung cư 2PN - 51.3M2 - Bcons plaza,1730000000,9,51.32,2
1765,"Bán chung cư sky9 dt 62m2, gồm 2pn, 2wc giá 1ty850",1850000000,9,62.0,2
1766,"Chính chủ bán căn hộ 2PN full nội thất,ngay Gò Vấp",2000000000,12,57.0,2
1767,Bán căn hộ Smarthome 2pn giá 2.850 tỷ bao sang tên,2850000000,Thủ Đức,67.3,2
1768,Duplex Quận 9 - Thành phố Thủ Đức 115m² 3 PN,3500000000,9,115.0,3
1769,Cần bán River Panorama 2PN mới nhận nhà giá 2ty2,2200000000,7,65.0,2
1770,"Căn hộ Duplex 21PN 34m2 Gia Bình Home, Q.B.Thạnh",860000000,Bình Thạnh,34.0,1
1771,BÁN CĂN HỘ CHUNG CƯ DVELA PHÚ THUẬN Q7,2400000000,7,70.0,2
1772,"Căn hộ Q7 Boulevard 2PN 57m2 mới nhận nhà, giá tốt",2600000000,7,57.0,2
1773,Bán gấp căn chung cư gò dầu quận tân phú,1680000000,Tân Phú,52.0,2
1774,"Căn hộ Q7 Boulevard trung tâm Quận 7, mới nhận nhà",2300000000,7,51.0,1
1775,Bán CH Phú Hoàng Anh 3pn ngủ tặng hết nội thất đẹp,2900000000,Nhà Bè,129.0,3
1777,"Căn hộ cao cấp Vinhomes Q.9 -3PN 2WC 105m, full NT",3400000000,9,105.0,3
1778,Bán Gấp Chung Cư 44B Trần Quang Khải Quận 1.,2500000000,1,45.0,1
1779,Căn góc Chung cư Gia Phú. Cách Lê Trọng Tấn 200m,1850000000,Bình Tân,71.0,2
1780,Căn Hộ Sài Gòn Intela 50m² 2PN 2WC Giá Tốt,1500000000,Bình Chánh,50.0,2
1781,Cần bán căn hộ 4PN 100 m2 khu Emerald Celadon City,3900000000,Tân Phú,100.0,4
1782,🛑 WESTGATE MỞ BÁN ĐỢT 1 BLOCK C FULL 100% PHÁP LÝ,1900000000,Bình Chánh,59.0,2
1783,Bán căn hộ Thương Mại Căn Hộ Green River quận 8,2600000000,8,71.0,2
1784,Chung cư Celadon City 55m² 2 PN đầy đủ nội thất,2000000000,Tân Phú,55.0,2
1785,Căn hộ HAUSNEO Q9 69m² 2PN 2WC Giá Cực Tốt,2360000000,9,69.0,2
1786,Cần bán căn chung cư metropark -2 pngu,1700000000,Thủ Đức,50.0,1
1787,"Central Premium,Căn Góc 48m2- 2,3 tỷ +1 Năm PQL",2300000000,8,48.0,1
1788,"Central premium, 2PN từ 3,3 tỷ, Nhận nhà ở ngay",3300000000,8,72.0,2
1789,Bán chung cư chính chủ ngã tư Bình Thái -Thủ Đức,3100000000,Thủ Đức,68.0,2
1790,"Bán căn hộ 3pn2wc Richstar tầng cao - khu1 3,25 tỷ",3250000000,Tân Phú,91.0,3
1791,bán căn hộ 5sao,5500000000,2,58.0,2
1792,"Bán chung cư Phạm Viết Chánh, Full NT, giá 2.7 tỷ",2700000000,Bình Thạnh,65.0,2
1793,Bán căn stu chênh giá gốc 20 triệu so với giá gốc,399000000,9,30.1,1
1794,"CĂN HỘ MỚI NHẬN,CAO CẤP, ĐỦ TIỆN ÍCH TẠI Q.Tân Phú",2350000000,Tân Phú,66.0,2
1795,Chung cư Âu Cơ Tower Quận Tân Phú 88m² 3PN 2.8 tỷ,2800000000,Tân Phú,88.0,3
1796,Chung cư Felisa 53m² 2 PN  giá tốt - Q5,2055000000,8,53.0,2
1797,Căn hộ 2pn 65m2 tecco green nest quận 12,1750000000,12,65.0,2
1798,Officetel Vinhomes Grand Pảk. Lỗ vốn,517000000,9,30.0,1
1799,Eco Green Sài Gòn 87m² 3 PN Căn B10 Block SN,4650000000,7,87.13,3
1800,"Bán căn hộ GreenTower 2pn,2wc Tầng cao View Q1",3100000000,Tân Phú,61.0,2
1801,Chung cư Quận 8 50m² 1 PN,950000000,8,50.0,1
1802,Bất động sản TP.HCM thổ cư sổ hồng riêng từng lô,1450000000,Củ Chi,80.0,3
1803,Chung cư The PegaSuite 2 PN - Hỗ trợ vay,3350000000,8,92.0,2
1804,"Căn hộ dịch vụ,Q.Bình Thạnh 1 PN",55000000,Bình Thạnh,30.0,1
1805,Nhà Tecco Town,1980000000,Bình Tân,81.0,2
1806,Officetel Vinhomes Golden River BaSon 74m² 2PN,8800000000,1,74.0,2
1807,"Căn 75m2 ĐÃ NHẬN SỔ, giá 1.750 tỷ, có thương lượng",1750000000,Nhà Bè,75.0,2
1808,"Căn góc 75m2 CÓ SỔ, bao thuế phí, Vay 70%, Tặng NT",1800000000,Nhà Bè,75.0,2
1809,BÁN CĂN HỘ AN HÒA KHU NAM LONG TRẦN TRONG CUNG Q7,1470000000,7,40.0,2
1810,Cần bán căn hộ Hado Centrosa Garden,5250000000,10,61.0,1
1811,"Bán căn hộ TOPAZ HOME,tầng 5, 60m2, 2PN, căn góc",1700000000,12,60.0,2
1812,BÁN CĂN 2PN 59M2  N HÀNG HỖTRỢ 70% NHẬN NHÀ Ở LIỀN,1980000000,9,59.0,2
1813,"Bán Gấp CH Topaz City, 2-3PN, Gía Mềm, Hỗ Trợ Vay",2250000000,8,70.0,2
1814,BÁN CĂN HỘ 8X THÁI AN 2PN 2WC 60m2,1730000000,Gò Vấp,60.0,2
1815,Căn hộ richstar Novaland 2PN 1wc Full nội thất,2700000000,Tân Phú,53.0,2
1816,112M2 Diamond Brilliant giá chốt nhanh 5ty660,5660000000,Tân Phú,112.0,2
1817,"CĂN HỘ GREEN FIELD,2PN,BAN CÔNG,ĐỦ TIỆN ÍCH",2800000000,Bình Thạnh,60.0,2
1818,Căn hộ The Origami 2PN 61m2 view nội khu vốn 0 đồn,657000000,9,61.0,2
1819,"Bán căn hộ Dragon Hill 1, view PMH",2950000000,Nhà Bè,84.0,2
1820,Chung cư Terra Rosa 79m² 2 PN 2WC,2000000000,Bình Chánh,79.5,2
1821,"Cần bán căn hộ Green Field 3PN-2WC, 90m2, 3ty8",3800000000,Bình Thạnh,90.0,3
1822,"Chung cư Green Field 60m² 2PN, 2ty75",2750000000,Bình Thạnh,60.0,2
1823,"Giỏ CH Topaz Home Q9, Thương Mại, Gía Mềm, Cho Vay",1680000000,9,69.31,3
1824,Officetel văn phòng có sẵn lầu và nội thất vp,25000000,7,36.0,1
1825,"Chuyên bán TOPAZ 2-3PN-nhà đẹp-giá rẻ từ 1,25tỷ",1250000000,12,51.0,2
1826,Bán căn hộ Tecco quận 12 - Gần Tham Lương Tân Bình,1640000000,12,57.0,2
1827,Chính chủ bán CC Petro Landmark quận 2 VIEW HỒ BƠI,2850000000,2,94.52,2
1828,"Căn hộ 2PN nhà sạch đẹp- hỗ trợ vay NH-giá 1,54 tỷ",1540000000,12,58.0,2
1829,Chung cư CAO CẤP giá rẻ Quận Bình Thạnh 48m² 1PN,2000000000,Bình Thạnh,48.0,1
1830,Bán căn hộ trung tâm quận Tân Phú,1850000000,Tân Phú,60.0,2
1831,Căn hộ chung cư 1PN Hà Đô Quận10 nhà mới view đẹp,4300000000,10,53.0,1
1832,Cần bán nhanh Chung cư Carillon 7 71m² 2PN giá tốt,2650000000,Tân Phú,71.0,2
1833,chung cư trung tâm gò vấp 70m2 3pn,2060000000,Gò Vấp,70.0,3
1834,Chung Cư West Gate Nằm Trong Trung Tâm Bình Chánh,2200000000,Bình Chánh,59.0,2
1835,Chung cư Quận 9 - Thành phố Thủ Đức 40m² 1PN,960000000,9,40.0,1
1836,"Căn hộ 3 phòng ngủ 86m² mới bàn giao, Quận Tân Phú",3080000000,Tân Phú,86.0,3
1837,"Chung cư Hưng Ngân 68m2, 2PN có SHR công chứng",1780000000,12,68.0,2
1838,Chung cư Hưng Ngân Garden 70m² 2PN,1980000000,12,70.0,2
1839,"Căn hộ 2PN 47m2 First Home Thạnh Lộc, Q.12",1370000000,12,47.0,2
1840,"Căn hộ dịch vụ, mini Huyện Nhà Bè 73m² 2 PN",3500000000,Nhà Bè,73.0,2
1841,"Bán căn hộ Sen Hồng 01pn block B, view đông nam",1190000000,Thủ Đức,38.0,1
1842,Căn hộ Resort cửa Ngõ Gò Vấp quy mô như Vinhome,2200000000,Gò Vấp,57.0,2
1843,"Bán Nhanh Căn Hộ Vinhomes Grand Park Q9 67,8m2 3PN",3000000000,9,67.8,3
1844,"CĂN HỘ CÓ SÂN TENNIS TRÊN KHÔNG, FULL NỘI THẤT",720000000,Bình Chánh,69.0,2
1845,"Bán căn hộ Sen Hồng 02pn view đông nam, sổ sẵn",1470000000,Thủ Đức,50.0,2
1846,GIÁ ĐỘC QUYỀN CĂN 2PN+ SIÊU RẺ TẠI VHGK,2600000000,9,69.0,2
1847,Nhà phố simcity được nội thất,80000000000,9,90.0,4
1848,Chung cư liền kề Lotte Mark Gò Vấp 2 PN,2200000000,Gò Vấp,57.0,2
1849,"🌻 Bán Nhanh Căn Hộ 2PN+2WC KINGDOM 101,Giá Hạt Dẻ",4780000000,10,72.0,2
1850,Chính chủ cần bán gấp căn 3PN-81m2-ko thương lượng,2090000000,9,81.0,3
